"","Abreviatura","FECHA_DEF","acumulados_estimados","tasa_4dias","tasa_suave","Estado","suave_duplex","Poblacion2010","per_capita"
"1058","GR","2020-06-16",782.756695712524,1.11409515718573,1.11165692452945,"GUERRERO",26.1931611038291,3388768,0.230985625369611
"1059","GR","2020-06-17",804.402146988567,1.10545914772999,1.10599633669406,"GUERRERO",27.5204222588118,3388768,0.237373035565895
"1060","GR","2020-06-18",823.074948271651,1.09897189413052,1.10412080109548,"GUERRERO",27.9919893882988,3388768,0.242883239062589
"1061","GR","2020-06-19",849.32014339259,1.1130802683909,1.10715293884742,"GUERRERO",27.2378395254713,3388768,0.250627999140865
"1062","GR","2020-06-20",863.755829814986,1.10347932447736,1.10363610589402,"GUERRERO",28.1166298493095,3388768,0.254887861846838
"1063","GR","2020-06-21",880.422579102597,1.09450550623047,1.09855813453484,"GUERRERO",29.4960849737138,3388768,0.259806094457513
"1064","GR","2020-06-22",906.816405262245,1.10174220120104,1.09535812080084,"GUERRERO",30.4407916081451,3388768,0.267594714439656
"1065","GR","2020-06-23",920.189602792122,1.08344257457082,1.08832975084288,"GUERRERO",32.7558096234737,3388768,0.271541044648711
"1066","GR","2020-06-24",936.908738855325,1.08469165302885,1.0842842928446,"GUERRERO",34.2632750852222,3388768,0.276474736203636
"1067","GR","2020-06-25",954.652143152072,1.08431129074988,1.08232205749742,"GUERRERO",35.0477974861637,3388768,0.28171068162591
"1068","GR","2020-06-26",975.710870719679,1.07597399546109,1.07904322108279,"GUERRERO",36.4455881975521,3388768,0.287924954059906
"1069","GR","2020-06-27",993.725269080701,1.07991360265912,1.07975455383632,"GUERRERO",36.1325845525949,3388768,0.293240867796409
"1070","GR","2020-06-28",1014.87548702363,1.08321701456596,1.08276754779864,"GUERRERO",34.8664234743535,3388768,0.299482138353416
"1071","GR","2020-06-29",1035.53271605996,1.08472255940351,1.0839172359845,"GUERRERO",34.4072400970956,3388768,0.305577931584565
"1072","GR","2020-06-30",1056.70151813173,1.08300681056501,1.08180283016555,"GUERRERO",35.2616840770722,3388768,0.311824686178497
"1073","GR","2020-07-01",1069.72054828305,1.07647514012868,1.07585463011302,"GUERRERO",37.9207471997493,3388768,0.315666504252594
"1074","GR","2020-07-02",1083.34043827439,1.06746142962971,1.06766959798597,"GUERRERO",42.3436093802791,3388768,0.319685631555299
"1075","GR","2020-07-03",1096.91950197238,1.0592803925558,1.06055242309234,"GUERRERO",47.1609491622438,3388768,0.323692711325289
"1076","GR","2020-07-04",1116.07491104126,1.05618747762802,1.0567990315008,"GUERRERO",50.1875448665724,3388768,0.329345328757017
"1077","GR","2020-07-05",1129.13365998197,1.05554077819135,1.05609575014487,"GUERRERO",50.7996877243013,3388768,0.333198867547724
"1078","GR","2020-07-06",1145.21430784859,1.05711396656877,1.05802899244984,"GUERRERO",49.1526324640167,3388768,0.337944146028464
"1079","GR","2020-07-07",1165.30942568316,1.06234725847048,1.05979880794516,"GUERRERO",47.7381601476934,3388768,0.343874064463296
"1080","GR","2020-07-08",1180.12282101268,1.05738674827093,1.0586329607794,"GUERRERO",48.6603333214267,3388768,0.348245386232603
"1081","GR","2020-07-09",1193.95845201781,1.05741108810526,1.05736925843417,"GUERRERO",49.7022289420285,3388768,0.352328177089081
"1082","GR","2020-07-10",1210.7985659511,1.05726810925522,1.05726810925522,"GUERRERO",49.7876113028671,3388768,0.357297568305383
"1083","GT","2020-04-12",5,NA,NA,"GUANAJUATO",NA,5486372,0.000911349066377562
"1084","GT","2020-04-13",5,NA,NA,"GUANAJUATO",NA,5486372,0.000911349066377562
